@m.xm1.m0[gds] ,1.76E-07
@m.xm1.m0[gm] ,1.01E-04
@m.xm1.m0[id] ,9.91E-06
@m.xm1.m0[vds] ,1.51E+00
@m.xm1.m0[vgs] ,8.15E-01
@m.xm2.m0[gds] ,2.09E-07
@m.xm2.m0[gm] ,1.01E-04
@m.xm2.m0[id] ,1.00E-05
@m.xm2.m0[vds] ,8.15E-01
@m.xm2.m0[vgs] ,8.15E-01
net1 ,8.15E-01
net2 ,0.00E+00
v2#branch ,-1.99E-05
vdd ,2.50E+00
vin ,8.15E-01
vin#branch ,8.15E-13
vout ,1.51E+00
