@m.xm0.m0[cdb] = -3.07430e-16
@m.xm0.m0[cgd] = 1.627952e-17
@m.xm0.m0[cgs] = -2.56859e-15
@m.xm0.m0[csb] = -4.60540e-16
@m.xm0.m0[gds] = 3.529083e-06
@m.xm0.m0[gm] = 2.000227e-04
@m.xm0.m0[gmbs] = 5.729781e-05
@m.xm0.m0[id] = 2.003703e-05
@m.xm0.m0[vds] = 8.983191e-01
@m.xm0.m0[vdsat] = 1.621277e-01
@m.xm0.m0[vgs] = 8.033590e-01
@m.xm0.m0[vth] = 6.758511e-01
@m.xm1.m0[cdb] = -3.08421e-16
@m.xm1.m0[cgd] = 1.160892e-17
@m.xm1.m0[cgs] = -2.54898e-15
@m.xm1.m0[csb] = -4.59485e-16
@m.xm1.m0[gds] = 4.271816e-06
@m.xm1.m0[gm] = 1.852356e-04
@m.xm1.m0[gmbs] = 5.327196e-05
@m.xm1.m0[id] = 1.793120e-05
@m.xm1.m0[vds] = 4.605336e-01
@m.xm1.m0[vdsat] = 1.581037e-01
@m.xm1.m0[vgs] = 8.033597e-01
@m.xm1.m0[vth] = 6.818441e-01
@m.xm2.m0[cdb] = -2.36623e-16
@m.xm2.m0[cgd] = 1.845249e-17
@m.xm2.m0[cgs] = -2.60309e-15
@m.xm2.m0[csb] = -3.53260e-16
@m.xm2.m0[gds] = 4.163047e-06
@m.xm2.m0[gm] = 1.853220e-04
@m.xm2.m0[gmbs] = 4.094316e-05
@m.xm2.m0[id] = 1.793120e-05
@m.xm2.m0[vds] = 5.325366e-01
@m.xm2.m0[vdsat] = 1.611303e-01
@m.xm2.m0[vgs] = 9.143367e-01
@m.xm2.m0[vth] = 7.913285e-01
@m.xm3.m0[cdb] = -9.56062e-15
@m.xm3.m0[cgd] = -5.58198e-15
@m.xm3.m0[cgs] = -5.18541e-14
@m.xm3.m0[csb] = -1.25228e-14
@m.xm3.m0[gds] = 1.314802e-05
@m.xm3.m0[gm] = 4.455697e-05
@m.xm3.m0[gmbs] = 1.730587e-05
@m.xm3.m0[id] = 2.000000e-05
@m.xm3.m0[vds] = 4.636218e-01
@m.xm3.m0[vdsat] = 5.590690e-01
@m.xm3.m0[vgs] = 1.374882e+00
@m.xm3.m0[vth] = 6.518384e-01
@m.xm4.m0[cdb] = -2.36203e-16
@m.xm4.m0[cgd] = 2.128918e-17
@m.xm4.m0[cgs] = -2.62781e-15
@m.xm4.m0[csb] = -3.53851e-16
@m.xm4.m0[gds] = 3.760478e-06
@m.xm4.m0[gm] = 1.994269e-04
@m.xm4.m0[gmbs] = 4.378471e-05
@m.xm4.m0[id] = 2.000000e-05
@m.xm4.m0[vds] = 9.112390e-01
@m.xm4.m0[vdsat] = 1.657422e-01
@m.xm4.m0[vgs] = 9.112462e-01
@m.xm4.m0[vth] = 7.814927e-01
net1 = 0.000000e+00
net2 = 8.033662e-01
net3 = 8.033662e-01
v1#branch = 8.033662e-13
v2#branch = -7.79682e-05
vb = 1.374890e+00
vd1 = 4.605465e-01
vd3 = 4.636362e-01
vdd = 1.800000e+00
vout1 = 8.983335e-01
vout2 = 9.930960e-01
vsig = 8.033662e-01
